"character","ascension","card","cardId","eloRating","peakRating","gamesPlayed","wins","losses","winRate"
"Necrobinder",3,"Ultimate Strike","CARD.ULTIMATE_STRIKE",1519.7,1519.7,1,1,0,100.0
"Necrobinder",3,"Mad Science","CARD.MAD_SCIENCE",1519.7,1519.7,1,1,0,100.0
"Defect",4,"Compact","CARD.COMPACT",1519.5,1519.5,3,2,1,66.7
"Defect",4,"Refract","CARD.REFRACT",1519.4,1519.4,1,1,0,100.0
"Defect",4,"Focused Strike","CARD.FOCUSED_STRIKE",1519.4,1519.4,1,1,0,100.0
"Defect",4,"Production","CARD.PRODUCTION",1519.4,1519.4,1,1,0,100.0
"Defect",4,"Consuming Shadow","CARD.CONSUMING_SHADOW",1519.4,1519.4,1,1,0,100.0
"Defect",4,"Biased Cognition","CARD.BIASED_COGNITION",1519.4,1519.4,1,1,0,100.0
"Defect",4,"Metamorphosis","CARD.METAMORPHOSIS",1519.4,1519.4,1,1,0,100.0
"Defect",4,"Rainbow","CARD.RAINBOW",1519.4,1519.4,1,1,0,100.0
"Defect",4,"Clumsy","CARD.CLUMSY",1519.4,1519.4,1,1,0,100.0
"Silent",0,"Bubble Bubble","CARD.BUBBLE_BUBBLE",1519.4,1519.4,1,1,0,100.0
"Silent",0,"Grand Finale","CARD.GRAND_FINALE",1519.4,1519.4,1,1,0,100.0
"Silent",0,"Strangle","CARD.STRANGLE",1519.4,1519.4,1,1,0,100.0
"Silent",0,"Reflex","CARD.REFLEX",1519.4,1519.4,1,1,0,100.0
"Silent",0,"Accelerant","CARD.ACCELERANT",1519.4,1519.4,1,1,0,100.0
"Defect",4,"Rocket Punch","CARD.ROCKET_PUNCH",1519.4,1519.4,1,1,0,100.0
"Defect",4,"Charge Battery","CARD.CHARGE_BATTERY",1519.4,1519.4,1,1,0,100.0
"Defect",4,"Synthesis","CARD.SYNTHESIS",1519.4,1519.4,1,1,0,100.0
"Defect",4,"Signal Boost","CARD.SIGNAL_BOOST",1519.4,1519.4,1,1,0,100.0
"Defect",4,"Decay","CARD.DECAY",1519.4,1519.4,1,1,0,100.0
"Defect",4,"Mad Science","CARD.MAD_SCIENCE",1519.4,1519.4,1,1,0,100.0
"Silent",1,"Outbreak","CARD.OUTBREAK",1519.3,1540.8,3,2,1,66.7
"Defect",3,"Believe In You","CARD.BELIEVE_IN_YOU",1519.3,1519.3,1,1,0,100.0
"Defect",3,"Voltaic","CARD.VOLTAIC",1519.3,1519.3,1,1,0,100.0
"Defect",3,"Null","CARD.NULL",1519.3,1519.3,1,1,0,100.0
"Defect",3,"Metamorphosis","CARD.METAMORPHOSIS",1519.3,1519.3,1,1,0,100.0
"Ironclad",3,"Howl From Beyond","CARD.HOWL_FROM_BEYOND",1519.2,1519.2,1,1,0,100.0
"Ironclad",3,"Pommel Strike","CARD.POMMEL_STRIKE",1519.2,1519.2,1,1,0,100.0
"Ironclad",3,"Cruelty","CARD.CRUELTY",1519.2,1519.2,1,1,0,100.0
"Ironclad",3,"Infernal Blade","CARD.INFERNAL_BLADE",1519.2,1519.2,1,1,0,100.0
"Ironclad",3,"Shrug It Off","CARD.SHRUG_IT_OFF",1519.2,1519.2,1,1,0,100.0
"Ironclad",3,"Sword Boomerang","CARD.SWORD_BOOMERANG",1519.2,1519.2,1,1,0,100.0
"Ironclad",3,"Tremble","CARD.TREMBLE",1519.2,1519.2,1,1,0,100.0
"Ironclad",3,"Purity","CARD.PURITY",1519.2,1519.2,1,1,0,100.0
"Ironclad",3,"Headbutt","CARD.HEADBUTT",1519.2,1519.2,1,1,0,100.0
"Ironclad",3,"Enlightenment","CARD.ENLIGHTENMENT",1519.2,1519.2,1,1,0,100.0
"Ironclad",3,"Metamorphosis","CARD.METAMORPHOSIS",1519.2,1519.2,1,1,0,100.0
"Ironclad",3,"Conflagration","CARD.CONFLAGRATION",1519.2,1519.2,1,1,0,100.0
"Ironclad",3,"Fiend Fire","CARD.FIEND_FIRE",1519.2,1519.2,1,1,0,100.0
"Ironclad",3,"Burning Pact","CARD.BURNING_PACT",1519.2,1519.2,1,1,0,100.0
"Ironclad",3,"Rupture","CARD.RUPTURE",1519.2,1519.2,1,1,0,100.0
"Ironclad",3,"Drum Of Battle","CARD.DRUM_OF_BATTLE",1519.2,1519.2,1,1,0,100.0
"Ironclad",3,"True Grit","CARD.TRUE_GRIT",1519.2,1519.2,1,1,0,100.0
"Ironclad",3,"Production","CARD.PRODUCTION",1519.2,1519.2,1,1,0,100.0
"Ironclad",3,"Clumsy","CARD.CLUMSY",1519.2,1519.2,1,1,0,100.0
"Silent",2,"The Hunt","CARD.THE_HUNT",1519.2,1519.2,1,1,0,100.0
"Silent",2,"Memento Mori","CARD.MEMENTO_MORI",1519.2,1519.2,1,1,0,100.0
"Silent",2,"Flick Flack","CARD.FLICK_FLACK",1519.2,1519.2,1,1,0,100.0
"Silent",2,"Echoing Slash","CARD.ECHOING_SLASH",1519.2,1519.2,1,1,0,100.0
"Silent",2,"Ricochet","CARD.RICOCHET",1519.2,1519.2,1,1,0,100.0
"Silent",2,"Poisoned Stab","CARD.POISONED_STAB",1519.2,1519.2,1,1,0,100.0
"Silent",2,"Hidden Daggers","CARD.HIDDEN_DAGGERS",1519.2,1519.2,1,1,0,100.0
"Silent",2,"Leg Sweep","CARD.LEG_SWEEP",1519.2,1519.2,1,1,0,100.0
"Silent",2,"Snakebite","CARD.SNAKEBITE",1519.2,1519.2,1,1,0,100.0
"Silent",2,"Dramatic Entrance","CARD.DRAMATIC_ENTRANCE",1519.2,1519.2,1,1,0,100.0
"Silent",2,"Tools Of The Trade","CARD.TOOLS_OF_THE_TRADE",1519.2,1519.2,1,1,0,100.0
"Silent",2,"Speedster","CARD.SPEEDSTER",1519.2,1519.2,1,1,0,100.0
"Silent",2,"Strangle","CARD.STRANGLE",1519.2,1519.2,1,1,0,100.0
"Silent",2,"Master Planner","CARD.MASTER_PLANNER",1519.2,1519.2,1,1,0,100.0
"Defect",3,"Focused Strike","CARD.FOCUSED_STRIKE",1519.1,1568.3,6,4,2,66.7
"Defect",4,"Buffer","CARD.BUFFER",1519.0,1519.0,1,1,0,100.0
"Defect",4,"Storm","CARD.STORM",1519.0,1519.0,1,1,0,100.0
"Defect",2,"Dualcast","CARD.DUALCAST",1518.9,1518.9,3,2,1,66.7
"Defect",2,"Coordinate","CARD.COORDINATE",1518.5,1518.5,1,1,0,100.0
"Defect",2,"Sweeping Beam","CARD.SWEEPING_BEAM",1518.5,1518.5,1,1,0,100.0
"Defect",2,"Glacier","CARD.GLACIER",1518.5,1518.5,1,1,0,100.0
"Defect",2,"Storm","CARD.STORM",1518.5,1518.5,1,1,0,100.0
"Defect",2,"Glasswork","CARD.GLASSWORK",1518.5,1518.5,1,1,0,100.0
"Defect",2,"Squash","CARD.SQUASH",1518.5,1518.5,1,1,0,100.0
"Defect",2,"Thinking Ahead","CARD.THINKING_AHEAD",1518.5,1518.5,1,1,0,100.0
"Defect",2,"Shatter","CARD.SHATTER",1518.5,1518.5,1,1,0,100.0
"Defect",2,"Charge Battery","CARD.CHARGE_BATTERY",1518.5,1518.5,1,1,0,100.0
"Defect",2,"Null","CARD.NULL",1518.5,1518.5,1,1,0,100.0
"Defect",2,"Go For The Eyes","CARD.GO_FOR_THE_EYES",1518.5,1518.5,1,1,0,100.0
"Defect",2,"Leap","CARD.LEAP",1518.5,1518.5,1,1,0,100.0
"Defect",2,"Uproar","CARD.UPROAR",1518.5,1518.5,1,1,0,100.0
"Defect",2,"Skim","CARD.SKIM",1518.5,1518.5,1,1,0,100.0
"Defect",2,"Chaos","CARD.CHAOS",1518.5,1518.5,1,1,0,100.0
"Defect",2,"Creative Ai","CARD.CREATIVE_AI",1518.5,1518.5,1,1,0,100.0
"Defect",2,"White Noise","CARD.WHITE_NOISE",1518.5,1518.5,1,1,0,100.0
"Defect",2,"Tesla Coil","CARD.TESLA_COIL",1518.5,1518.5,1,1,0,100.0
"Defect",2,"Loop","CARD.LOOP",1518.5,1518.5,1,1,0,100.0
"Defect",3,"Go For The Eyes","CARD.GO_FOR_THE_EYES",1518.2,1518.2,3,2,1,66.7
"Regent",1,"Solar Strike","CARD.SOLAR_STRIKE",1518.2,1518.2,1,1,0,100.0
"Regent",1,"Patter","CARD.PATTER",1518.2,1518.2,1,1,0,100.0
"Regent",1,"Spectrum Shift","CARD.SPECTRUM_SHIFT",1518.2,1518.2,1,1,0,100.0
"Regent",1,"Royalties","CARD.ROYALTIES",1518.2,1518.2,1,1,0,100.0
"Regent",1,"Wrought In War","CARD.WROUGHT_IN_WAR",1518.2,1518.2,1,1,0,100.0
"Regent",1,"Lunar Blast","CARD.LUNAR_BLAST",1518.2,1518.2,1,1,0,100.0
"Regent",1,"Hammer Time","CARD.HAMMER_TIME",1518.2,1518.2,1,1,0,100.0
"Regent",1,"Stardust","CARD.STARDUST",1518.2,1518.2,1,1,0,100.0
"Regent",1,"I Am Invincible","CARD.I_AM_INVINCIBLE",1518.2,1518.2,1,1,0,100.0
"Regent",1,"Conqueror","CARD.CONQUEROR",1518.2,1518.2,1,1,0,100.0
"Regent",1,"Mad Science","CARD.MAD_SCIENCE",1518.2,1518.2,1,1,0,100.0
"Regent",1,"Summon Forth","CARD.SUMMON_FORTH",1518.2,1518.2,1,1,0,100.0
"Regent",1,"Fisticuffs","CARD.FISTICUFFS",1518.2,1518.2,1,1,0,100.0
"Regent",1,"Parry","CARD.PARRY",1518.2,1518.2,1,1,0,100.0
"Regent",1,"Heirloom Hammer","CARD.HEIRLOOM_HAMMER",1518.2,1518.2,1,1,0,100.0
"Regent",1,"Particle Wall","CARD.PARTICLE_WALL",1518.2,1518.2,1,1,0,100.0
"Necrobinder",1,"Defy","CARD.DEFY",1518.1,1518.1,5,3,2,60.0
"Silent",8,"Backflip","CARD.BACKFLIP",1518.0,1518.0,3,2,1,66.7
"Silent",4,"Leading Strike","CARD.LEADING_STRIKE",1517.9,1517.9,1,1,0,100.0
"Silent",4,"Precise Cut","CARD.PRECISE_CUT",1517.9,1517.9,1,1,0,100.0
"Silent",4,"Dodge And Roll","CARD.DODGE_AND_ROLL",1517.9,1517.9,1,1,0,100.0
"Silent",4,"Hand Trick","CARD.HAND_TRICK",1517.9,1517.9,1,1,0,100.0
"Silent",4,"Escape Plan","CARD.ESCAPE_PLAN",1517.9,1517.9,1,1,0,100.0
"Silent",4,"Deflect","CARD.DEFLECT",1517.9,1517.9,1,1,0,100.0
"Silent",4,"Blade Of Ink","CARD.BLADE_OF_INK",1517.9,1517.9,1,1,0,100.0
"Silent",4,"Assassinate","CARD.ASSASSINATE",1517.9,1517.9,1,1,0,100.0
"Silent",4,"Clumsy","CARD.CLUMSY",1517.9,1517.9,1,1,0,100.0
"Defect",10,"Barrage","CARD.BARRAGE",1517.9,1547.7,3,2,1,66.7
"Defect",3,"Chaos","CARD.CHAOS",1517.7,1517.7,1,1,0,100.0
"Defect",3,"Darkness","CARD.DARKNESS",1517.7,1517.7,1,1,0,100.0
"Defect",3,"Coolant","CARD.COOLANT",1517.7,1517.7,1,1,0,100.0
"Defect",3,"Helix Drill","CARD.HELIX_DRILL",1517.7,1517.7,1,1,0,100.0
"Necrobinder",2,"Deathbringer","CARD.DEATHBRINGER",1517.5,1517.5,1,1,0,100.0
"Necrobinder",2,"Fear","CARD.FEAR",1517.5,1517.5,1,1,0,100.0
"Necrobinder",2,"Debilitate","CARD.DEBILITATE",1517.5,1517.5,1,1,0,100.0
"Necrobinder",2,"Spur","CARD.SPUR",1517.5,1517.5,1,1,0,100.0
"Necrobinder",2,"Neurosurge","CARD.NEUROSURGE",1517.5,1517.5,1,1,0,100.0
"Necrobinder",2,"Countdown","CARD.COUNTDOWN",1517.5,1517.5,1,1,0,100.0
"Necrobinder",2,"Sow","CARD.SOW",1517.5,1517.5,1,1,0,100.0
"Necrobinder",2,"Drain Power","CARD.DRAIN_POWER",1517.5,1517.5,1,1,0,100.0
"Necrobinder",2,"Oblivion","CARD.OBLIVION",1517.5,1517.5,1,1,0,100.0
"Necrobinder",2,"Reaper Form","CARD.REAPER_FORM",1517.5,1517.5,1,1,0,100.0
"Necrobinder",2,"End Of Days","CARD.END_OF_DAYS",1517.5,1517.5,1,1,0,100.0
"Necrobinder",2,"Right Hand Hand","CARD.RIGHT_HAND_HAND",1517.5,1517.5,1,1,0,100.0
"Necrobinder",2,"Putrefy","CARD.PUTREFY",1517.5,1517.5,1,1,0,100.0
"Necrobinder",2,"Borrowed Time","CARD.BORROWED_TIME",1517.5,1517.5,1,1,0,100.0
"Silent",5,"Outbreak","CARD.OUTBREAK",1517.5,1517.5,1,1,0,100.0
"Silent",5,"Acrobatics","CARD.ACROBATICS",1517.5,1517.5,1,1,0,100.0
"Silent",5,"Burst","CARD.BURST",1517.5,1517.5,1,1,0,100.0
"Silent",5,"Accuracy","CARD.ACCURACY",1517.5,1517.5,1,1,0,100.0
"Silent",5,"Well Laid Plans","CARD.WELL_LAID_PLANS",1517.5,1517.5,1,1,0,100.0
"Silent",5,"Footwork","CARD.FOOTWORK",1517.5,1517.5,1,1,0,100.0
"Silent",5,"Accelerant","CARD.ACCELERANT",1517.5,1517.5,1,1,0,100.0
"Defect",5,"Boot Sequence","CARD.BOOT_SEQUENCE",1517.4,1517.4,1,1,0,100.0
"Regent",1,"Gamma Blast","CARD.GAMMA_BLAST",1517.3,1517.3,1,1,0,100.0
"Regent",1,"Bombardment","CARD.BOMBARDMENT",1517.3,1517.3,1,1,0,100.0
"Regent",1,"Royal Gamble","CARD.ROYAL_GAMBLE",1517.3,1517.3,1,1,0,100.0
"Regent",1,"Child Of The Stars","CARD.CHILD_OF_THE_STARS",1517.3,1517.3,1,1,0,100.0
"Regent",1,"Orbit","CARD.ORBIT",1517.3,1517.3,1,1,0,100.0
"Regent",1,"Alignment","CARD.ALIGNMENT",1517.3,1517.3,1,1,0,100.0
"Regent",1,"Furnace","CARD.FURNACE",1517.3,1517.3,1,1,0,100.0
"Defect",4,"Capacitor","CARD.CAPACITOR",1517.1,1519.4,3,2,1,66.7
"Silent",0,"Follow Through","CARD.FOLLOW_THROUGH",1516.8,1516.8,1,1,0,100.0
"Silent",0,"Precise Cut","CARD.PRECISE_CUT",1516.8,1516.8,1,1,0,100.0
"Silent",0,"Gang Up","CARD.GANG_UP",1516.8,1516.8,1,1,0,100.0
"Silent",0,"Burst","CARD.BURST",1516.8,1516.8,1,1,0,100.0
"Defect",6,"Buffer","CARD.BUFFER",1516.8,1516.8,1,1,0,100.0
"Defect",6,"Dramatic Entrance","CARD.DRAMATIC_ENTRANCE",1516.8,1516.8,1,1,0,100.0
"Ironclad",0,"Gang Up","CARD.GANG_UP",1516.8,1516.8,1,1,0,100.0
"Ironclad",0,"Shrug It Off","CARD.SHRUG_IT_OFF",1516.8,1516.8,1,1,0,100.0
"Ironclad",0,"Primal Force","CARD.PRIMAL_FORCE",1516.8,1516.8,1,1,0,100.0
"Ironclad",0,"Finesse","CARD.FINESSE",1516.8,1516.8,1,1,0,100.0
"Ironclad",0,"Rampage","CARD.RAMPAGE",1516.8,1516.8,1,1,0,100.0
"Ironclad",0,"Conflagration","CARD.CONFLAGRATION",1516.8,1516.8,1,1,0,100.0
"Ironclad",0,"Thinking Ahead","CARD.THINKING_AHEAD",1516.8,1516.8,1,1,0,100.0
"Ironclad",0,"Setup Strike","CARD.SETUP_STRIKE",1516.8,1516.8,1,1,0,100.0
"Silent",3,"Footwork","CARD.FOOTWORK",1516.8,1516.8,1,1,0,100.0
"Silent",3,"Distraction","CARD.DISTRACTION",1516.8,1516.8,1,1,0,100.0
"Silent",3,"Shadowmeld","CARD.SHADOWMELD",1516.8,1516.8,1,1,0,100.0
"Silent",3,"Mirage","CARD.MIRAGE",1516.8,1516.8,1,1,0,100.0
"Silent",3,"Outbreak","CARD.OUTBREAK",1516.8,1516.8,1,1,0,100.0
"Silent",3,"Burst","CARD.BURST",1516.8,1516.8,1,1,0,100.0
"Silent",3,"Blur","CARD.BLUR",1516.8,1516.8,1,1,0,100.0
"Silent",3,"Accelerant","CARD.ACCELERANT",1516.8,1516.8,1,1,0,100.0
"Defect",8,"Adaptive Strike","CARD.ADAPTIVE_STRIKE",1516.5,1516.5,1,1,0,100.0
"Defect",8,"Distraction","CARD.DISTRACTION",1516.5,1516.5,1,1,0,100.0
"Defect",8,"Scrape","CARD.SCRAPE",1516.5,1516.5,1,1,0,100.0
"Defect",8,"Buffer","CARD.BUFFER",1516.5,1516.5,1,1,0,100.0
"Defect",8,"Helix Drill","CARD.HELIX_DRILL",1516.5,1516.5,1,1,0,100.0
"Defect",8,"Mad Science","CARD.MAD_SCIENCE",1516.5,1516.5,1,1,0,100.0
"Necrobinder",1,"Sleight Of Flesh","CARD.SLEIGHT_OF_FLESH",1516.4,1516.4,1,1,0,100.0
"Necrobinder",1,"Capture Spirit","CARD.CAPTURE_SPIRIT",1516.4,1516.4,1,1,0,100.0
"Necrobinder",1,"Scourge","CARD.SCOURGE",1516.4,1516.4,1,1,0,100.0
"Necrobinder",1,"Blight Strike","CARD.BLIGHT_STRIKE",1516.4,1516.4,1,1,0,100.0
"Necrobinder",1,"Drain Power","CARD.DRAIN_POWER",1516.4,1516.4,1,1,0,100.0
"Necrobinder",1,"Lethality","CARD.LETHALITY",1516.4,1516.4,1,1,0,100.0
"Necrobinder",1,"End Of Days","CARD.END_OF_DAYS",1516.4,1516.4,1,1,0,100.0
"Necrobinder",1,"Graveblast","CARD.GRAVEBLAST",1516.4,1516.4,1,1,0,100.0
"Necrobinder",1,"Seance","CARD.SEANCE",1516.4,1516.4,1,1,0,100.0
"Necrobinder",1,"Wisp","CARD.WISP",1516.4,1516.4,1,1,0,100.0
"Necrobinder",1,"Mad Science","CARD.MAD_SCIENCE",1516.4,1516.4,1,1,0,100.0
"Necrobinder",1,"Enfeebling Touch","CARD.ENFEEBLING_TOUCH",1516.4,1516.4,1,1,0,100.0
"Silent",1,"Escape Plan","CARD.ESCAPE_PLAN",1516.3,1516.3,1,1,0,100.0
"Silent",1,"Anticipate","CARD.ANTICIPATE",1516.3,1516.3,1,1,0,100.0
"Silent",1,"Speedster","CARD.SPEEDSTER",1516.3,1516.3,1,1,0,100.0
"Silent",1,"Eternal Armor","CARD.ETERNAL_ARMOR",1516.3,1516.3,1,1,0,100.0
"Silent",1,"Backstab","CARD.BACKSTAB",1516.3,1516.3,1,1,0,100.0
"Silent",1,"Knife Trap","CARD.KNIFE_TRAP",1516.3,1516.3,1,1,0,100.0
"Silent",1,"Mad Science","CARD.MAD_SCIENCE",1516.3,1516.3,1,1,0,100.0
"Defect",5,"Rocket Punch","CARD.ROCKET_PUNCH",1516.3,1548.1,3,2,1,66.7
"Defect",1,"Adaptive Strike","CARD.ADAPTIVE_STRIKE",1516.1,1516.1,1,1,0,100.0
"Defect",1,"Ice Lance","CARD.ICE_LANCE",1516.1,1516.1,1,1,0,100.0
"Defect",1,"Reboot","CARD.REBOOT",1516.1,1516.1,1,1,0,100.0
"Defect",1,"Supercritical","CARD.SUPERCRITICAL",1516.1,1516.1,1,1,0,100.0
"Defect",1,"Trash To Treasure","CARD.TRASH_TO_TREASURE",1516.1,1516.1,1,1,0,100.0
"Defect",1,"Injury","CARD.INJURY",1516.1,1516.1,1,1,0,100.0
"Defect",1,"Defragment","CARD.DEFRAGMENT",1516.1,1516.1,1,1,0,100.0
"Defect",1,"All For One","CARD.ALL_FOR_ONE",1516.1,1516.1,1,1,0,100.0
"Defect",1,"Thunder","CARD.THUNDER",1516.1,1516.1,1,1,0,100.0
"Defect",1,"Signal Boost","CARD.SIGNAL_BOOST",1516.1,1516.1,1,1,0,100.0
"Regent",1,"Falling Star","CARD.FALLING_STAR",1516.1,1516.1,3,2,1,66.7
"Defect",5,"Overclock","CARD.OVERCLOCK",1515.9,1515.9,5,3,2,60.0
"Silent",0,"Phantom Blades","CARD.PHANTOM_BLADES",1515.6,1515.6,1,1,0,100.0
"Silent",0,"Hidden Daggers","CARD.HIDDEN_DAGGERS",1515.6,1515.6,1,1,0,100.0
"Silent",0,"Exterminate","CARD.EXTERMINATE",1515.6,1515.6,1,1,0,100.0
"Ironclad",0,"Armaments","CARD.ARMAMENTS",1515.3,1515.3,1,1,0,100.0
"Ironclad",0,"Offering","CARD.OFFERING",1515.3,1515.3,1,1,0,100.0
"Ironclad",0,"Inflame","CARD.INFLAME",1515.3,1515.3,1,1,0,100.0
"Ironclad",0,"Brand","CARD.BRAND",1515.3,1515.3,1,1,0,100.0
"Ironclad",0,"Stone Armor","CARD.STONE_ARMOR",1515.3,1515.3,1,1,0,100.0
"Ironclad",0,"Hegemony","CARD.HEGEMONY",1515.3,1515.3,1,1,0,100.0
"Ironclad",0,"Ultimate Defend","CARD.ULTIMATE_DEFEND",1515.3,1515.3,1,1,0,100.0
"Ironclad",0,"Folly","CARD.FOLLY",1515.3,1515.3,1,1,0,100.0
"Defect",1,"Boost Away","CARD.BOOST_AWAY",1515.0,1515.0,3,2,1,66.7
"Defect",3,"Capacitor","CARD.CAPACITOR",1515.0,1519.3,3,2,1,66.7
"Defect",4,"Boost Away","CARD.BOOST_AWAY",1514.9,1520.3,7,4,3,57.1
"Silent",0,"Backstab","CARD.BACKSTAB",1514.7,1516.8,3,2,1,66.7
"Silent",0,"Mad Science","CARD.MAD_SCIENCE",1514.7,1514.7,3,2,1,66.7
"Defect",0,"Boost Away","CARD.BOOST_AWAY",1514.4,1514.4,1,1,0,100.0
"Defect",0,"Echo Form","CARD.ECHO_FORM",1514.4,1514.4,1,1,0,100.0
"Defect",0,"Voltaic","CARD.VOLTAIC",1514.4,1514.4,1,1,0,100.0
"Defect",0,"Multi Cast","CARD.MULTI_CAST",1514.4,1514.4,1,1,0,100.0
"Defect",0,"Consuming Shadow","CARD.CONSUMING_SHADOW",1514.4,1514.4,1,1,0,100.0
"Defect",0,"Buffer","CARD.BUFFER",1514.4,1514.4,1,1,0,100.0
"Defect",0,"Iteration","CARD.ITERATION",1514.4,1514.4,1,1,0,100.0
"Defect",0,"Whistle","CARD.WHISTLE",1514.4,1514.4,1,1,0,100.0
"Silent",0,"Acrobatics","CARD.ACROBATICS",1514.4,1546.9,12,7,5,58.3
"Ironclad",0,"Molten Fist","CARD.MOLTEN_FIST",1514.2,1514.2,3,2,1,66.7
"Necrobinder",0,"Thinking Ahead","CARD.THINKING_AHEAD",1514.2,1514.2,1,1,0,100.0
"Defect",8,"Turbo","CARD.TURBO",1514.1,1553.6,3,2,1,66.7
"Defect",9,"Toric Toughness","CARD.TORIC_TOUGHNESS",1513.7,1513.7,1,1,0,100.0
"Defect",9,"Adaptive Strike","CARD.ADAPTIVE_STRIKE",1513.7,1513.7,1,1,0,100.0
"Silent",0,"Fan Of Knives","CARD.FAN_OF_KNIVES",1513.1,1513.1,3,2,1,66.7
"Silent",5,"Calculated Gamble","CARD.CALCULATED_GAMBLE",1512.7,1512.7,3,2,1,66.7
"Silent",5,"Hidden Daggers","CARD.HIDDEN_DAGGERS",1512.7,1512.7,3,2,1,66.7
"Silent",5,"Noxious Fumes","CARD.NOXIOUS_FUMES",1512.7,1512.7,3,2,1,66.7
"Silent",4,"Snakebite","CARD.SNAKEBITE",1512.2,1512.2,3,2,1,66.7
"Defect",5,"Iteration","CARD.ITERATION",1512.2,1512.2,5,3,2,60.0
"Defect",0,"White Noise","CARD.WHITE_NOISE",1511.6,1511.6,3,2,1,66.7
"Silent",3,"Noxious Fumes","CARD.NOXIOUS_FUMES",1509.3,1509.3,5,3,2,60.0
"Defect",5,"Uproar","CARD.UPROAR",1508.8,1508.8,3,2,1,66.7
"Defect",5,"Trash To Treasure","CARD.TRASH_TO_TREASURE",1508.5,1508.5,5,3,2,60.0
"Silent",7,"Prepared","CARD.PREPARED",1506.7,1506.7,6,3,3,50.0
"Defect",4,"Loop","CARD.LOOP",1504.9,1504.9,4,2,2,50.0
"Defect",6,"Momentum Strike","CARD.MOMENTUM_STRIKE",1503.9,1540.3,3,2,1,66.7
"Necrobinder",2,"Relax","CARD.RELAX",1503.5,1503.5,4,2,2,50.0
"Defect",2,"Hologram","CARD.HOLOGRAM",1503.3,1503.3,2,1,1,50.0
"Defect",2,"Feral","CARD.FERAL",1503.3,1503.3,2,1,1,50.0
"Silent",0,"Poisoned Stab","CARD.POISONED_STAB",1502.9,1502.9,2,1,1,50.0
"Silent",0,"Haze","CARD.HAZE",1502.9,1502.9,2,1,1,50.0
"Silent",1,"Corrosive Wave","CARD.CORROSIVE_WAVE",1502.8,1521.2,2,1,1,50.0
"Necrobinder",1,"Right Hand Hand","CARD.RIGHT_HAND_HAND",1502.2,1502.2,4,2,2,50.0
"Defect",4,"Dualcast","CARD.DUALCAST",1501.9,1501.9,6,3,3,50.0
"Silent",6,"Survivor","CARD.SURVIVOR",1501.8,1501.8,2,1,1,50.0
"Silent",6,"Ascenders Bane","CARD.ASCENDERS_BANE",1501.8,1501.8,2,1,1,50.0
"Silent",6,"Prepared","CARD.PREPARED",1501.8,1501.8,2,1,1,50.0
"Silent",6,"Tactician","CARD.TACTICIAN",1501.8,1501.8,2,1,1,50.0
"Silent",1,"Poisoned Stab","CARD.POISONED_STAB",1501.7,1521.2,4,2,2,50.0
"Silent",0,"Infinite Blades","CARD.INFINITE_BLADES",1501.7,1501.7,2,1,1,50.0
"Silent",0,"Expose","CARD.EXPOSE",1501.7,1519.9,6,3,3,50.0
"Silent",0,"Blade Dance","CARD.BLADE_DANCE",1501.4,1516.8,8,4,4,50.0
"Defect",6,"Scrape","CARD.SCRAPE",1501.4,1501.4,2,1,1,50.0
"Defect",4,"Coolheaded","CARD.COOLHEADED",1501.0,1501.0,2,1,1,50.0
"Defect",4,"Iteration","CARD.ITERATION",1501.0,1501.0,2,1,1,50.0
"Defect",4,"Defragment","CARD.DEFRAGMENT",1501.0,1501.0,2,1,1,50.0
"Silent",4,"Poisoned Stab","CARD.POISONED_STAB",1501.0,1501.0,4,2,2,50.0
"Defect",4,"Fight Through","CARD.FIGHT_THROUGH",1501.0,1501.0,2,1,1,50.0
"Defect",4,"Boot Sequence","CARD.BOOT_SEQUENCE",1501.0,1501.0,2,1,1,50.0
"Defect",4,"Subroutine","CARD.SUBROUTINE",1500.8,1500.8,2,1,1,50.0
"Necrobinder",3,"Scourge","CARD.SCOURGE",1500.8,1500.8,2,1,1,50.0
"Necrobinder",3,"Times Up","CARD.TIMES_UP",1500.8,1500.8,2,1,1,50.0
"Necrobinder",3,"Deathbringer","CARD.DEATHBRINGER",1500.8,1500.8,2,1,1,50.0
"Necrobinder",3,"Hang","CARD.HANG",1500.8,1500.8,2,1,1,50.0
"Silent",0,"Shadow Step","CARD.SHADOW_STEP",1500.7,1519.9,2,1,1,50.0
"Defect",3,"Rocket Punch","CARD.ROCKET_PUNCH",1500.6,1500.6,2,1,1,50.0
"Defect",3,"Scavenge","CARD.SCAVENGE",1500.6,1500.6,2,1,1,50.0
"Defect",4,"Sweeping Beam","CARD.SWEEPING_BEAM",1500.6,1500.6,2,1,1,50.0
"Necrobinder",2,"Unleash","CARD.UNLEASH",1500.5,1500.5,2,1,1,50.0
"Necrobinder",2,"Flatten","CARD.FLATTEN",1500.5,1500.5,2,1,1,50.0
"Defect",4,"Chill","CARD.CHILL",1500.5,1500.5,2,1,1,50.0
"Defect",4,"Smokestack","CARD.SMOKESTACK",1500.5,1500.5,2,1,1,50.0
"Silent",1,"Acrobatics","CARD.ACROBATICS",1500.2,1540.8,6,3,3,50.0
"Defect",5,"Go For The Eyes","CARD.GO_FOR_THE_EYES",1499.9,1500.0,6,3,3,50.0
"Necrobinder",1,"Misery","CARD.MISERY",1499.9,1500.0,2,1,1,50.0
